Year,ID,LaborStatus,OccupationalPrestigeScore,MaritalStatus,NumChildren,Age,HighestSchoolCompleted,Sex,Race,ChildhoodFamilyIncome,TotalFamilyIncome,RespondentIncome,PoliticalParty,OpinionOfIncome,SexualOrientation
2014,1207,Retired,0,Divorced,2,52.000000,16,Female,Black,Below average,$25000 or more,$15000 - 19999,Not str democrat,Average,Heterosexual or straight
2014,1208,Working parttime,0,Married,2,43.000000,12,Female,White,Below average,$25000 or more,$10000 - 14999,Independent,Average,Heterosexual or straight
2014,1209,Working fulltime,0,Never married,1,25.000000,14,Female,White,Average,$20000 - 24999,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,1210,Working parttime,0,Married,0,39.000000,14,Female,White,Average,$25000 or more,$15000 - 19999,Not str democrat,Average,Heterosexual or straight
2014,1211,Working fulltime,0,Never married,0,25.000000,13,Female,White,Average,$20000 - 24999,$25000 or more,Independent,Average,Heterosexual or straight
2014,1212,Working fulltime,0,Never married,0,29.000000,16,Male,White,Above average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1213,Retired,0,Widowed,3,73.000000,12,Female,White,Average,$20000 - 24999,Not applicable,Independent,Below average,Heterosexual or straight
2014,1214,Working parttime,0,Married,0,22.000000,13,Female,Other,Average,$5000 to 5999,Not applicable,Independent,Average,Heterosexual or straight
2014,1215,Working fulltime,0,Never married,0,60.000000,15,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Below average,"Gay, lesbian, or homosexual"
2014,1216,School,0,Never married,0,26.000000,18,Female,White,Average,$1000 to 2999,Not applicable,Independent,Average,Heterosexual or straight
2014,1217,Working parttime,0,Never married,0,26.000000,12,Male,White,Average,$10000 - 14999,$1000 to 2999,Independent,Below average,Not applicable
2014,1218,Working fulltime,0,Divorced,1,56.000000,16,Female,Other,Below average,$15000 - 19999,$15000 - 19999,"Ind,near dem",Average,Heterosexual or straight
2014,1219,Keeping house,0,Married,0,43.000000,6,Female,White,Below average,$25000 or more,Don't know,Strong democrat,Far below average,Not applicable
2014,1220,Working fulltime,0,Divorced,1,56.000000,14,Female,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1221,Keeping house,0,Widowed,3,70.000000,6,Female,Other,Far above average,$10000 - 14999,Not applicable,Not str democrat,Below average,Not applicable
2014,1222,Retired,0,Divorced,4,67.000000,10,Male,White,Far below average,$5000 to 5999,Not applicable,"Ind,near dem",Average,Not applicable
2014,1223,Working fulltime,0,Divorced,2,33.000000,8,Female,White,Average,$6000 to 6999,$10000 - 14999,Independent,Below average,Dont know
2014,1224,Keeping house,0,Married,5,36.000000,12,Female,White,Average,$25000 or more,Not applicable,Independent,Below average,Heterosexual or straight
2014,1225,Working fulltime,0,Divorced,0,43.000000,14,Male,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1226,Working fulltime,0,Never married,0,32.000000,12,Male,White,Average,$25000 or more,$15000 - 19999,Independent,Average,Heterosexual or straight
2014,1227,Working fulltime,0,Divorced,0,36.000000,12,Male,White,Average,$25000 or more,$25000 or more,Independent,Above average,Not applicable
2014,1228,Working fulltime,0,Widowed,2,63.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,1229,Keeping house,0,Married,3,49.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1230,Temp not working,0,Never married,0,22.000000,16,Male,White,Below average,$25000 or more,Not applicable,Independent,Below average,Heterosexual or straight
2014,1231,Working fulltime,0,Married,2,64.000000,12,Female,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1232,Working fulltime,0,Never married,2,56.000000,9,Female,Black,Don't know,Don't know,Refused,Independent,Average,No answer
2014,1233,Working fulltime,0,Married,3,53.000000,16,Male,White,Don't know,Refused,Refused,Other party,Above average,Heterosexual or straight
2014,1234,Working fulltime,0,Married,2,43.000000,16,Female,White,Above average,$25000 or more,$25000 or more,Not str republican,Above average,Heterosexual or straight
2014,1235,Keeping house,0,Divorced,4,61.000000,11,Female,Black,Below average,$20000 - 24999,$20000 - 24999,Strong democrat,Below average,Heterosexual or straight
2014,1236,Working fulltime,0,Divorced,1,50.000000,16,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near dem",Above average,Heterosexual or straight
2014,1237,Working fulltime,0,Married,5,44.000000,15,Male,Black,Below average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,1238,Working parttime,0,Never married,1,21.000000,12,Female,Black,Above average,$25000 or more,Not applicable,Independent,Below average,Heterosexual or straight
2014,1239,Temp not working,0,Married,2,53.000000,20,Male,White,Above average,$25000 or more,$25000 or more,Strong democrat,Above average,"Gay, lesbian, or homosexual"
2014,1240,Retired,0,Widowed,2,76.000000,12,Female,White,Average,$25000 or more,Not applicable,Strong democrat,Average,No answer
2014,1241,Working fulltime,0,Married,4,62.000000,18,Female,Black,Below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1242,Working fulltime,0,Divorced,1,60.000000,13,Male,Black,Far below average,$25000 or more,$25000 or more,Strong democrat,Below average,Heterosexual or straight
2014,1243,Working fulltime,0,Married,0,29.000000,20,Male,White,Above average,$25000 or more,$25000 or more,Strong republican,Above average,Heterosexual or straight
2014,1244,Working fulltime,0,Separated,6,62.000000,3,Male,White,Far below average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1245,Working fulltime,0,Divorced,4,43.000000,12,Female,White,Below average,$20000 - 24999,$20000 - 24999,Independent,Average,Heterosexual or straight
2014,1246,Retired,0,Divorced,4,68.000000,12,Male,White,Far above average,$25000 or more,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,1247,Working parttime,0,Married,6,50.000000,12,Female,White,Below average,$25000 or more,$6000 to 6999,Strong republican,Below average,Heterosexual or straight
2014,1248,Keeping house,0,Married,3,35.000000,5,Female,Other,Far below average,$20000 - 24999,$15000 - 19999,Independent,Average,Heterosexual or straight
2014,1249,"Unempl, laid off",0,Never married,1,45.000000,12,Male,White,Average,$25000 or more,Not applicable,"Ind,near dem",Below average,Heterosexual or straight
2014,1250,Working fulltime,0,Never married,0,57.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,1251,Working parttime,0,Never married,0,26.000000,15,Male,White,Far above average,$10000 - 14999,$10000 - 14999,"Ind,near dem",Far below average,Heterosexual or straight
2014,1252,Retired,0,Married,2,64.000000,12,Female,White,Average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,1253,Working parttime,0,Married,2,62.000000,16,Female,White,Average,$25000 or more,$10000 - 14999,Not str republican,Above average,Heterosexual or straight
2014,1254,Working fulltime,0,Married,4,55.000000,9,Male,White,Average,$25000 or more,$25000 or more,"Ind,near dem",Below average,Heterosexual or straight
2014,1255,Working fulltime,0,Divorced,3,50.000000,12,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,1256,Working parttime,0,Divorced,4,50.000000,14,Female,White,Average,$10000 - 14999,$10000 - 14999,Independent,Far below average,Heterosexual or straight
2014,1257,Retired,0,Married,2,73.000000,12,Male,White,Below average,$25000 or more,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,1258,Retired,0,Separated,3,61.000000,12,Male,White,Average,Don't know,Not applicable,Strong democrat,Far below average,Heterosexual or straight
2014,1259,Working fulltime,0,Never married,0,21.000000,12,Female,White,Below average,Lt $1000,$3000 to 3999,Independent,Below average,Not applicable
2014,1260,Retired,0,Married,3,76.000000,14,Male,White,Average,$25000 or more,Not applicable,Not str republican,Average,Heterosexual or straight
2014,1261,Working parttime,0,Married,2,79.000000,15,Female,White,Below average,$25000 or more,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,1262,Working fulltime,0,Never married,1,32.000000,13,Female,Black,Average,$25000 or more,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,1263,Working fulltime,0,Married,1,53.000000,18,Female,Black,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1264,Working fulltime,0,Divorced,2,53.000000,12,Female,White,Average,$4000 to 4999,$15000 - 19999,"Ind,near dem",Average,Heterosexual or straight
2014,1265,Working fulltime,0,Divorced,2,54.000000,15,Female,Black,Average,$25000 or more,$25000 or more,Strong democrat,Below average,Heterosexual or straight
2014,1266,Working fulltime,0,Widowed,4,62.000000,10,Female,Black,Far below average,$25000 or more,$25000 or more,Not str democrat,Below average,Heterosexual or straight
2014,1267,Other,0,Divorced,NA,No answer,15,Male,White,Below average,Refused,Not applicable,Strong republican,Far below average,Heterosexual or straight
2014,1268,Working fulltime,0,Never married,0,51.000000,14,Male,Black,Average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,1269,"Unempl, laid off",0,Married,1,32.000000,19,Female,Black,Average,$25000 or more,$20000 - 24999,Not str democrat,Below average,Heterosexual or straight
2014,1270,Working parttime,0,Never married,0,22.000000,16,Female,White,Average,$25000 or more,$10000 - 14999,Strong democrat,Below average,Heterosexual or straight
2014,1271,Working fulltime,0,Married,3,47.000000,12,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,1272,Working parttime,0,Married,2,67.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1273,Working fulltime,0,Never married,0,20.000000,12,Female,White,Below average,Don't know,$4000 to 4999,Not str republican,Average,Heterosexual or straight
2014,1274,"Unempl, laid off",0,Divorced,2,45.000000,17,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,1275,Working fulltime,0,Divorced,0,37.000000,12,Male,White,Average,$25000 or more,$15000 - 19999,Strong democrat,Average,Heterosexual or straight
2014,1276,Working fulltime,0,Never married,0,57.000000,14,Male,White,Far below average,$25000 or more,$25000 or more,"Ind,near dem",Average,"Gay, lesbian, or homosexual"
2014,1277,School,0,Never married,0,25.000000,12,Male,White,Average,$10000 - 14999,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,1278,"Unempl, laid off",0,Never married,0,29.000000,12,Female,Black,Above average,$25000 or more,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1279,Keeping house,0,Separated,3,44.000000,11,Female,Other,Far below average,Lt $1000,Not applicable,Not str democrat,Far below average,Not applicable
2014,1280,Working parttime,0,Never married,0,21.000000,12,Female,White,Below average,$1000 to 2999,Not applicable,Independent,Below average,Heterosexual or straight
2014,1281,Working fulltime,0,Married,2,49.000000,12,Male,White,Below average,$25000 or more,$20000 - 24999,Strong democrat,Average,Heterosexual or straight
2014,1282,Working fulltime,0,Separated,1,51.000000,13,Female,White,Above average,$25000 or more,$25000 or more,Independent,Below average,Heterosexual or straight
2014,1283,Retired,0,Widowed,0,66.000000,12,Female,White,Far below average,$10000 - 14999,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,1284,Working fulltime,0,Separated,2,37.000000,12,Female,Other,Average,$25000 or more,$10000 - 14999,Independent,Average,Heterosexual or straight
2014,1285,"Unempl, laid off",0,Separated,2,46.000000,10,Male,Black,Average,Don't know,Not applicable,Independent,Far below average,Heterosexual or straight
2014,1286,"Unempl, laid off",0,Divorced,2,50.000000,14,Female,White,Above average,$25000 or more,$15000 - 19999,No answer,Far below average,Not applicable
2014,1287,Working fulltime,0,Married,4,40.000000,14,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1288,Working fulltime,0,Separated,1,26.000000,12,Female,Other,Far below average,$20000 - 24999,$20000 - 24999,Independent,Average,Heterosexual or straight
2014,1289,Keeping house,0,Married,4,83.000000,12,Female,White,Average,$25000 or more,Not applicable,Independent,Above average,Heterosexual or straight
2014,1290,Retired,0,Married,2,78.000000,20,Male,White,Average,$25000 or more,Not applicable,Independent,Don't know,Heterosexual or straight
2014,1291,"Unempl, laid off",0,Married,2,50.000000,12,Male,White,Far below average,$25000 or more,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1292,School,0,Married,0,31.000000,14,Female,White,Above average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,1293,Working parttime,0,Divorced,2,63.000000,16,Male,Other,Far below average,$10000 - 14999,$4000 to 4999,"Ind,near dem",Below average,Heterosexual or straight
2014,1294,Working fulltime,0,Married,5,75.000000,12,Male,White,Average,$25000 or more,Refused,"Ind,near rep",Above average,Heterosexual or straight
2014,1295,Keeping house,0,Never married,2,34.000000,1,Female,Other,Far below average,Don't know,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1296,Retired,0,Married,3,73.000000,12,Female,White,Average,$25000 or more,Not applicable,Strong republican,Average,Heterosexual or straight
2014,1297,Working fulltime,0,Married,3,52.000000,20,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Above average,Heterosexual or straight
2014,1298,Retired,0,Divorced,4,79.000000,16,Male,White,Average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,1299,Working fulltime,0,Married,0,55.000000,16,Female,White,Above average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1300,School,0,Married,0,24.000000,20,Female,White,Average,$25000 or more,$3000 to 3999,Strong democrat,Above average,Heterosexual or straight
2014,1301,Retired,0,Married,4,71.000000,16,Male,White,Far above average,$25000 or more,Refused,"Ind,near rep",Above average,Heterosexual or straight
2014,1302,Working fulltime,0,Married,1,43.000000,16,Male,White,Average,$25000 or more,$25000 or more,Strong republican,Above average,Heterosexual or straight
2014,1303,Working fulltime,0,Never married,0,53.000000,16,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1304,Retired,0,Married,0,81.000000,17,Male,White,Above average,$25000 or more,Not applicable,Strong democrat,Above average,Heterosexual or straight
2014,1305,Retired,0,Divorced,1,89 or older,8,Female,White,Below average,Don't know,Not applicable,Strong democrat,Far below average,Not applicable
2014,1306,Working fulltime,0,Married,1,34.000000,12,Female,White,Below average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1307,School,0,Never married,0,31.000000,19,Female,Other,Above average,$5000 to 5999,Not applicable,Strong democrat,Far below average,Heterosexual or straight
2014,1308,School,0,Never married,0,20.000000,13,Male,White,Average,$25000 or more,$3000 to 3999,"Ind,near rep",Above average,Heterosexual or straight
2014,1309,Working fulltime,0,Married,1,36.000000,19,Female,White,Above average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,1310,Working parttime,0,Married,0,33.000000,13,Female,White,Above average,$25000 or more,Lt $1000,"Ind,near dem",Above average,Heterosexual or straight
2014,1311,Working fulltime,0,Never married,0,29.000000,16,Male,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,"Gay, lesbian, or homosexual"
2014,1312,Working fulltime,0,Never married,0,47.000000,18,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Above average,Bisexual
2014,1313,Working fulltime,0,Never married,0,26.000000,17,Male,Other,Far below average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1314,Working fulltime,0,Married,2,50.000000,14,Male,White,Below average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,1315,Working fulltime,0,Married,3,47.000000,17,Female,White,Average,Refused,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,1316,Working parttime,0,Married,3,47.000000,16,Male,White,Above average,$25000 or more,Not applicable,Strong republican,Above average,Heterosexual or straight
2014,1317,Working fulltime,0,Never married,0,35.000000,14,Female,White,Above average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1318,Working parttime,0,Married,2,58.000000,16,Female,White,Above average,$25000 or more,$25000 or more,"Ind,near dem",Above average,Heterosexual or straight
2014,1319,Working fulltime,0,Never married,0,51.000000,16,Female,White,Average,$25000 or more,$25000 or more,Strong republican,Above average,Heterosexual or straight
2014,1320,No answer,0,No answer,NA,No answer,18,Male,White,Average,Refused,Refused,Independent,No answer,No answer
2014,1321,Temp not working,0,Married,3,62.000000,14,Male,White,Average,$25000 or more,$10000 - 14999,Not str republican,Average,Heterosexual or straight
2014,1322,Other,0,Married,1,61.000000,16,Female,White,Below average,$25000 or more,Not applicable,"Ind,near dem",Above average,Heterosexual or straight
2014,1323,Working fulltime,0,Married,2,40.000000,20,Male,White,Above average,$25000 or more,$25000 or more,Strong republican,Above average,Heterosexual or straight
2014,1324,Retired,0,Divorced,0,61.000000,13,Female,Black,Average,Don't know,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1325,Working parttime,0,Married,2,76.000000,12,Male,White,Below average,$3000 to 3999,$1000 to 2999,Not str democrat,Average,Heterosexual or straight
2014,1326,Working fulltime,0,Divorced,1,63.000000,16,Male,White,Below average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,1327,Temp not working,0,Widowed,2,62.000000,16,Female,White,Average,Don't know,$5000 to 5999,Strong democrat,Average,Heterosexual or straight
2014,1328,Working fulltime,0,Married,3,47.000000,16,Female,White,Below average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,1329,Working fulltime,0,Married,2,32.000000,18,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Above average,Heterosexual or straight
2014,1330,Keeping house,0,Married,5,60.000000,7,Female,Other,Far below average,Don't know,Not applicable,"Ind,near rep",Below average,Heterosexual or straight
2014,1331,Working fulltime,0,Never married,1,23.000000,12,Male,White,Average,$25000 or more,Not applicable,Not str republican,Average,Not applicable
2014,1332,Working fulltime,0,Married,2,36.000000,12,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Below average,Heterosexual or straight
2014,1333,"Unempl, laid off",0,Never married,0,22.000000,14,Male,White,Average,Don't know,Lt $1000,"Ind,near dem",Average,Heterosexual or straight
2014,1334,Working parttime,0,Never married,0,20.000000,12,Male,White,Average,$25000 or more,Not applicable,Not str republican,Average,Heterosexual or straight
2014,1335,"Unempl, laid off",0,Married,0,23.000000,14,Female,White,Above average,Lt $1000,Not applicable,Other party,Average,Heterosexual or straight
2014,1336,Working fulltime,0,Divorced,1,41.000000,14,Male,Other,Don't know,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1337,Working fulltime,0,Never married,0,29.000000,17,Male,White,Below average,$25000 or more,$10000 - 14999,Other party,Below average,Heterosexual or straight
2014,1338,Working fulltime,0,Never married,0,32.000000,18,Female,White,Average,$25000 or more,$15000 - 19999,"Ind,near dem",Below average,Heterosexual or straight
2014,1339,Working fulltime,0,Never married,0,37.000000,20,Female,White,Above average,$20000 - 24999,$10000 - 14999,Strong democrat,Average,Heterosexual or straight
2014,1340,Keeping house,0,Married,6,54.000000,14,Male,White,Average,$25000 or more,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,1341,Working fulltime,0,Married,0,29.000000,14,Male,White,Below average,$25000 or more,$1000 to 2999,Independent,Average,Heterosexual or straight
2014,1342,Other,0,Separated,2,43.000000,14,Female,White,Average,$8000 to 9999,$8000 to 9999,Independent,Far below average,Heterosexual or straight
2014,1343,Retired,0,Widowed,7,76.000000,16,Female,White,Average,$25000 or more,Not applicable,Not str republican,Below average,Heterosexual or straight
2014,1344,Working fulltime,0,Married,2,41.000000,12,Female,White,Average,$25000 or more,$25000 or more,"Ind,near dem",Above average,Heterosexual or straight
2014,1345,Working fulltime,0,Married,3,53.000000,16,Female,White,Average,$25000 or more,$25000 or more,Independent,Above average,Heterosexual or straight
2014,1346,Working fulltime,0,Married,2,31.000000,16,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,1347,Working fulltime,0,Married,6,35.000000,14,Female,White,Above average,$25000 or more,$25000 or more,Not str republican,Above average,Heterosexual or straight
2014,1348,Working fulltime,0,Married,3,36.000000,14,Male,White,Above average,$25000 or more,$25000 or more,Strong republican,Above average,Heterosexual or straight
2014,1349,Keeping house,0,Married,2,42.000000,16,Female,White,Above average,$25000 or more,Not applicable,Not str republican,Above average,Heterosexual or straight
2014,1350,Working fulltime,0,Married,1,60.000000,16,Female,White,Average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,1351,Retired,0,Married,4,78.000000,15,Male,White,Below average,$25000 or more,Not applicable,"Ind,near rep",Above average,Heterosexual or straight
2014,1352,Retired,0,Married,1,72.000000,12,Female,White,Below average,$20000 - 24999,Not applicable,Strong republican,Below average,Heterosexual or straight
2014,1353,Working fulltime,0,Married,2,41.000000,12,Female,White,Below average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1354,Working fulltime,0,Married,2,49.000000,12,Male,White,Above average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,1355,School,0,Never married,1,26.000000,10,Female,White,Below average,Lt $1000,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,1356,Working fulltime,0,Divorced,1,61.000000,16,Female,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,1357,Working fulltime,0,Married,1,33.000000,12,Female,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,1358,Retired,0,Divorced,3,89 or older,12,Female,White,Average,$15000 - 19999,Not applicable,Strong democrat,Far above average,Heterosexual or straight
2014,1359,Working fulltime,0,Married,1,34.000000,16,Female,White,Average,$25000 or more,$20000 - 24999,"Ind,near dem",Below average,Bisexual
2014,1360,Working parttime,0,Divorced,4,65.000000,12,Male,White,Above average,$25000 or more,$10000 - 14999,Strong republican,Below average,Heterosexual or straight
2014,1361,"Unempl, laid off",0,Divorced,2,37.000000,11,Female,White,Average,$25000 or more,$25000 or more,Independent,Far below average,Heterosexual or straight
2014,1362,Working fulltime,0,Divorced,1,44.000000,11,Male,White,Above average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1363,Keeping house,0,Married,3,29.000000,15,Female,White,Average,$25000 or more,Not applicable,"Ind,near dem",Below average,Heterosexual or straight
2014,1364,Working parttime,0,Married,5,74.000000,12,Male,Black,Far below average,Refused,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,1365,Working fulltime,0,Divorced,1,49.000000,12,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Below average,Heterosexual or straight
2014,1366,Working fulltime,0,Separated,0,38.000000,5,Male,Other,Far below average,$10000 - 14999,$10000 - 14999,Independent,Below average,Heterosexual or straight
2014,1367,Working fulltime,0,Divorced,0,53.000000,16,Female,White,Far above average,$15000 - 19999,$15000 - 19999,Strong democrat,Average,Heterosexual or straight
2014,1368,Retired,0,Widowed,1,69.000000,12,Male,White,Far below average,Lt $1000,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,1369,Other,0,Never married,4,19.000000,8,Female,White,Below average,Lt $1000,Not applicable,"Ind,near rep",Far below average,Not applicable
2014,1370,Retired,0,Divorced,1,78.000000,14,Female,White,Average,$25000 or more,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1371,Working fulltime,0,Divorced,1,55.000000,18,Female,White,Average,$25000 or more,Not applicable,Strong democrat,Above average,Heterosexual or straight
2014,1372,Keeping house,0,Never married,0,43.000000,13,Female,White,Average,$10000 - 14999,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,1373,Working fulltime,0,Married,1,34.000000,16,Female,White,Above average,$25000 or more,$20000 - 24999,"Ind,near dem",Below average,Heterosexual or straight
2014,1374,Working parttime,0,Never married,0,44.000000,17,Male,White,Average,$8000 to 9999,$8000 to 9999,"Ind,near rep",Average,Heterosexual or straight
2014,1375,Working fulltime,0,Never married,0,35.000000,16,Female,White,Average,$25000 or more,$25000 or more,Other party,Average,Heterosexual or straight
2014,1376,Working parttime,0,Widowed,4,75.000000,12,Female,White,Far below average,$25000 or more,$10000 - 14999,Independent,Above average,Heterosexual or straight
2014,1377,Working parttime,0,Married,3,47.000000,14,Male,White,Above average,$20000 - 24999,$6000 to 6999,Independent,Below average,Heterosexual or straight
2014,1378,Working fulltime,0,Married,0,40.000000,12,Female,White,Average,$25000 or more,$15000 - 19999,Strong republican,Average,Heterosexual or straight
2014,1379,Working fulltime,0,Married,1,58.000000,12,Male,White,Average,$25000 or more,$25000 or more,"Ind,near dem",Below average,Heterosexual or straight
2014,1380,Other,0,Married,2,53.000000,19,Male,White,Average,$25000 or more,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,1381,Working fulltime,0,Never married,0,19.000000,12,Female,White,Below average,Don't know,$1000 to 2999,Independent,Above average,Bisexual
2014,1382,Working fulltime,0,Married,2,53.000000,12,Female,White,Average,Refused,Refused,Not str democrat,Average,Heterosexual or straight
2014,1383,Working fulltime,0,Married,0,33.000000,16,Female,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,1384,Retired,0,Married,0,57.000000,12,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,1385,Working parttime,0,Never married,0,26.000000,16,Male,White,Far above average,$25000 or more,$15000 - 19999,Not str democrat,Average,Heterosexual or straight
2014,1386,Working fulltime,0,Divorced,2,39.000000,12,Male,White,Above average,$25000 or more,$25000 or more,No answer,Above average,Heterosexual or straight
2014,1387,Working fulltime,0,Divorced,0,52.000000,9,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,1388,Other,0,Divorced,1,56.000000,13,Female,White,Above average,Refused,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,1389,Retired,0,Separated,2,55.000000,11,Female,White,Below average,$8000 to 9999,Not applicable,"Ind,near dem",Below average,Heterosexual or straight
2014,1390,Other,0,Never married,0,50.000000,12,Male,White,Below average,Lt $1000,Not applicable,Strong democrat,Far below average,Heterosexual or straight
2014,1391,Other,0,Never married,1,53.000000,15,Male,White,Average,$6000 to 6999,Not applicable,Strong democrat,Far below average,Heterosexual or straight
2014,1392,Working parttime,0,Married,0,45.000000,20,Male,White,Average,$20000 - 24999,$15000 - 19999,"Ind,near dem",Below average,Heterosexual or straight
2014,1393,Working fulltime,0,Divorced,2,67.000000,15,Male,White,Above average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1394,Working fulltime,0,Widowed,4,71.000000,10,Female,White,Average,$25000 or more,$25000 or more,Independent,Average,Not applicable
2014,1395,Retired,0,Never married,2,44.000000,15,Female,Black,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1396,Working fulltime,0,Married,2,37.000000,18,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,1397,Working fulltime,0,Married,2,27.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Not str democrat,Far below average,Heterosexual or straight
2014,1398,Temp not working,0,Divorced,2,58.000000,20,Male,White,Above average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,1399,Retired,0,Married,1,66.000000,16,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,1400,Retired,0,Never married,0,61.000000,14,Male,White,Below average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,1401,Keeping house,0,Divorced,0,60.000000,12,Female,White,Average,$15000 - 19999,Not applicable,"Ind,near dem",Below average,Heterosexual or straight
2014,1402,Other,0,Never married,0,25.000000,12,Male,White,Far below average,$20000 - 24999,Not applicable,"Ind,near rep",Below average,Heterosexual or straight
2014,1403,Retired,0,Never married,0,56.000000,12,Male,White,Far below average,$10000 - 14999,Not applicable,"Ind,near dem",Below average,Heterosexual or straight
2014,1404,"Unempl, laid off",0,Divorced,2,57.000000,12,Male,White,Above average,$25000 or more,$25000 or more,No answer,Far below average,Heterosexual or straight
